       Omega           X           Y   Intensity        Size       Eig 1       Eig 2       Eig 3      Eigv 1      Eigv 2      Eigv 3      Eigv 4      Eigv 5      Eigv 6      Eigv 7      Eigv 8      Eigv 9
     1155.33     1081.33     1211.00     234.009       6.000       0.823       0.522       0.605       0.778       0.000      -0.116       0.000       0.333      -0.000      -0.467       0.000       0.455
     1160.00     1081.33     1210.67     234.009       4.333       0.432       0.791       0.442       0.471       0.236       0.569       0.333       0.236      -0.236       0.000       0.000       0.333
     1151.00     1286.00     1073.00     383.775       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1155.50      892.00     1200.00     439.938       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1158.00     1286.00     1073.00     346.334       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1164.00      892.00     1200.00    1469.579       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1165.00     1082.00     1211.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1168.00     1081.50     1211.00     196.568       2.500       0.750       0.000       0.000       0.500       0.000       0.500       0.000       0.500       0.500       0.500       0.500       0.000
     1171.00     1081.00     1211.00     234.009       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1174.00     1080.00     1211.00     196.568       9.000       0.826       1.211       1.582       0.638      -0.236      -0.733       0.740      -0.074       0.668      -0.212      -0.969       0.128
     1177.00     1082.00     1211.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1183.00     1080.50     1211.00     243.370       4.000       1.011       0.449       0.388      -0.158      -0.828       0.354      -0.066      -0.046      -0.204      -0.289      -0.289       0.211
     1186.00     1081.00     1211.00     262.090      14.000       1.030       1.144       1.051       0.737       0.662      -0.138      -0.068      -0.130      -0.989       0.672      -0.738       0.051
     1189.00     1080.00     1211.00     271.451      23.000       1.917       1.402       1.044       0.948       0.184       0.259      -0.098       0.945      -0.312       0.302      -0.271      -0.914
     1192.00     1080.00     1211.00     308.892      27.000       2.010       1.166       1.774       0.925       0.204       0.319       0.357      -0.753      -0.553       0.127       0.626      -0.769
     1166.00     1286.00     1073.00     468.019       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1172.00      724.00     1182.00     393.136      82.000       2.832       2.377       1.781       0.990      -0.130       0.060      -0.133      -0.990       0.049       0.053      -0.056      -0.997
     1177.00      725.00     1183.00     383.775     120.000       3.670       3.289       2.651       0.973       0.160       0.164      -0.125       0.970      -0.207      -0.192       0.181       0.965
     1182.00      725.00     1183.00     318.253      43.000       2.176       2.553       2.709       0.756       0.620      -0.210      -0.496       0.752       0.434       0.426      -0.224       0.876
     1170.00      892.00     1200.00    4455.538       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1173.00     1286.00     1073.00     458.658       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1177.00      892.00     1200.00    2948.518       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1183.00     1354.00      964.00     617.785     314.000       5.926       3.817       3.153       0.952      -0.301      -0.061      -0.286      -0.796      -0.534      -0.112      -0.526       0.843
     1180.00     1286.00     1073.00     458.658       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1182.00      753.00     1228.00     234.009       7.000       1.019       0.594       1.546       0.353      -0.930      -0.101      -0.443      -0.071      -0.894       0.824       0.360      -0.437
     1187.50      753.00     1227.50     336.973      48.500       3.191       2.587       2.269       0.728      -0.138      -0.642      -0.340      -0.045      -0.508       0.132       0.585      -0.175
     1193.00      754.00     1228.00     346.334      68.000       2.651       2.037       1.659       0.938      -0.226       0.263      -0.264       0.029       0.964       0.226       0.974       0.033
     1183.00      892.00     1200.00     879.875       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1185.00     1358.00      974.00     224.649       2.000       0.500       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000       1.000       0.000       0.000
     1185.00      721.00     1174.00     215.289       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
